Tahun,Negeri,Zon,Tarikh,Imsak,Subuh,Syuruk,Zohor,Asar,Maghrib,Isyak
2021,Kedah,KDH06,21/05/2021,5:41:00,5:51:00,7:04:00,13:19:00,16:42:00,19:32:00,20:47:00
2021,Kedah,KDH06,22/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:43:00,19:32:00,20:47:00
2021,Kedah,KDH06,23/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:43:00,19:33:00,20:47:00
2021,Kedah,KDH06,24/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:43:00,19:33:00,20:47:00
2021,Kedah,KDH06,25/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:43:00,19:33:00,20:48:00
2021,Kedah,KDH06,26/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:44:00,19:33:00,20:48:00
2021,Kedah,KDH06,27/05/2021,5:41:00,5:51:00,7:04:00,13:20:00,16:44:00,19:33:00,20:48:00
2021,Kedah,KDH06,28/05/2021,5:40:00,5:50:00,7:04:00,13:20:00,16:44:00,19:34:00,20:49:00
2021,Kedah,KDH06,29/05/2021,5:40:00,5:50:00,7:04:00,13:20:00,16:45:00,19:34:00,20:49:00
2021,Kedah,KDH06,30/05/2021,5:40:00,5:50:00,7:04:00,13:20:00,16:45:00,19:34:00,20:49:00
2021,Kedah,KDH06,31/05/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:45:00,19:34:00,20:50:00
2021,Kedah,KDH06,01/06/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:46:00,19:34:00,20:50:00
2021,Kedah,KDH06,02/06/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:46:00,19:35:00,20:50:00
2021,Kedah,KDH06,03/06/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:46:00,19:35:00,20:51:00
2021,Kedah,KDH06,04/06/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:46:00,19:35:00,20:51:00
2021,Kedah,KDH06,05/06/2021,5:40:00,5:50:00,7:04:00,13:21:00,16:47:00,19:35:00,20:51:00
2021,Kedah,KDH06,06/06/2021,5:40:00,5:50:00,7:04:00,13:22:00,16:47:00,19:36:00,20:51:00
2021,Kedah,KDH06,07/06/2021,5:41:00,5:51:00,7:04:00,13:22:00,16:47:00,19:36:00,20:52:00
2021,Kedah,KDH06,08/06/2021,5:41:00,5:51:00,7:05:00,13:22:00,16:48:00,19:36:00,20:52:00
2021,Kedah,KDH06,09/06/2021,5:41:00,5:51:00,7:05:00,13:22:00,16:48:00,19:36:00,20:52:00
2021,Kedah,KDH06,10/06/2021,5:41:00,5:51:00,7:05:00,13:22:00,16:48:00,19:37:00,20:53:00
2021,Kedah,KDH06,11/06/2021,5:41:00,5:51:00,7:05:00,13:22:00,16:48:00,19:37:00,20:53:00
2021,Kedah,KDH06,12/06/2021,5:41:00,5:51:00,7:05:00,13:23:00,16:49:00,19:37:00,20:53:00
2021,Kedah,KDH06,13/06/2021,5:41:00,5:51:00,7:05:00,13:23:00,16:49:00,19:37:00,20:53:00
2021,Kedah,KDH06,14/06/2021,5:41:00,5:51:00,7:06:00,13:23:00,16:49:00,19:37:00,20:54:00
2021,Kedah,KDH06,15/06/2021,5:42:00,5:52:00,7:06:00,13:23:00,16:49:00,19:38:00,20:54:00
2021,Kedah,KDH06,16/06/2021,5:42:00,5:52:00,7:06:00,13:24:00,16:50:00,19:38:00,20:54:00
2021,Kedah,KDH06,17/06/2021,5:42:00,5:52:00,7:06:00,13:24:00,16:50:00,19:38:00,20:55:00
2021,Kedah,KDH06,18/06/2021,5:42:00,5:52:00,7:06:00,13:24:00,16:50:00,19:38:00,20:55:00
2021,Kedah,KDH06,19/06/2021,5:42:00,5:52:00,7:07:00,13:24:00,16:50:00,19:39:00,20:55:00
2021,Kedah,KDH06,20/06/2021,5:42:00,5:52:00,7:07:00,13:24:00,16:51:00,19:39:00,20:55:00
2021,Kedah,KDH06,21/06/2021,5:43:00,5:53:00,7:07:00,13:25:00,16:51:00,19:39:00,20:55:00
2021,Kedah,KDH06,22/06/2021,5:43:00,5:53:00,7:07:00,13:25:00,16:51:00,19:39:00,20:56:00
2021,Kedah,KDH06,23/06/2021,5:43:00,5:53:00,7:07:00,13:25:00,16:51:00,19:40:00,20:56:00
2021,Kedah,KDH06,24/06/2021,5:43:00,5:53:00,7:08:00,13:25:00,16:51:00,19:40:00,20:56:00
2021,Kedah,KDH06,25/06/2021,5:44:00,5:54:00,7:08:00,13:25:00,16:52:00,19:40:00,20:56:00
2021,Kedah,KDH06,26/06/2021,5:44:00,5:54:00,7:08:00,13:26:00,16:52:00,19:40:00,20:56:00
2021,Kedah,KDH06,27/06/2021,5:44:00,5:54:00,7:08:00,13:26:00,16:52:00,19:40:00,20:57:00
2021,Kedah,KDH06,28/06/2021,5:44:00,5:54:00,7:09:00,13:26:00,16:52:00,19:40:00,20:57:00
2021,Kedah,KDH06,29/06/2021,5:45:00,5:55:00,7:09:00,13:26:00,16:52:00,19:41:00,20:57:00
2021,Kedah,KDH06,30/06/2021,5:45:00,5:55:00,7:09:00,13:26:00,16:52:00,19:41:00,20:57:00
2021,Kedah,KDH06,01/07/2021,5:45:00,5:55:00,7:09:00,13:27:00,16:53:00,19:41:00,20:57:00
2021,Kedah,KDH06,02/07/2021,5:45:00,5:55:00,7:09:00,13:27:00,16:53:00,19:41:00,20:57:00
2021,Kedah,KDH06,03/07/2021,5:46:00,5:56:00,7:10:00,13:27:00,16:53:00,19:41:00,20:57:00
2021,Kedah,KDH06,04/07/2021,5:46:00,5:56:00,7:10:00,13:27:00,16:53:00,19:41:00,20:57:00
2021,Kedah,KDH06,05/07/2021,5:46:00,5:56:00,7:10:00,13:27:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,06/07/2021,5:46:00,5:56:00,7:10:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,07/07/2021,5:47:00,5:57:00,7:11:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,08/07/2021,5:47:00,5:57:00,7:11:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,09/07/2021,5:47:00,5:57:00,7:11:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,10/07/2021,5:48:00,5:58:00,7:11:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,11/07/2021,5:48:00,5:58:00,7:11:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,12/07/2021,5:48:00,5:58:00,7:12:00,13:28:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,13/07/2021,5:48:00,5:58:00,7:12:00,13:29:00,16:53:00,19:42:00,20:58:00
2021,Kedah,KDH06,14/07/2021,5:49:00,5:59:00,7:12:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,15/07/2021,5:49:00,5:59:00,7:12:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,16/07/2021,5:49:00,5:59:00,7:12:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,17/07/2021,5:50:00,6:00:00,7:13:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,18/07/2021,5:50:00,6:00:00,7:13:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,19/07/2021,5:50:00,6:00:00,7:13:00,13:29:00,16:53:00,19:42:00,20:57:00
2021,Kedah,KDH06,20/07/2021,5:50:00,6:00:00,7:13:00,13:29:00,16:52:00,19:42:00,20:57:00
2021,Kedah,KDH06,21/07/2021,5:51:00,6:01:00,7:13:00,13:29:00,16:52:00,19:42:00,20:57:00
2021,Kedah,KDH06,22/07/2021,5:51:00,6:01:00,7:13:00,13:29:00,16:52:00,19:42:00,20:56:00
2021,Kedah,KDH06,23/07/2021,5:51:00,6:01:00,7:13:00,13:29:00,16:52:00,19:42:00,20:56:00
2021,Kedah,KDH06,24/07/2021,5:51:00,6:01:00,7:14:00,13:29:00,16:52:00,19:42:00,20:56:00
2021,Kedah,KDH06,25/07/2021,5:52:00,6:02:00,7:14:00,13:29:00,16:51:00,19:42:00,20:56:00
2021,Kedah,KDH06,26/07/2021,5:52:00,6:02:00,7:14:00,13:29:00,16:51:00,19:42:00,20:56:00
2021,Kedah,KDH06,27/07/2021,5:52:00,6:02:00,7:14:00,13:29:00,16:51:00,19:42:00,20:55:00
2021,Kedah,KDH06,28/07/2021,5:52:00,6:02:00,7:14:00,13:29:00,16:51:00,19:41:00,20:55:00
2021,Kedah,KDH06,29/07/2021,5:52:00,6:02:00,7:14:00,13:29:00,16:50:00,19:41:00,20:55:00
2021,Kedah,KDH06,30/07/2021,5:53:00,6:03:00,7:14:00,13:29:00,16:50:00,19:41:00,20:55:00
2021,Kedah,KDH06,31/07/2021,5:53:00,6:03:00,7:14:00,13:29:00,16:50:00,19:41:00,20:54:00
2021,Kedah,KDH06,01/08/2021,5:53:00,6:03:00,7:14:00,13:29:00,16:49:00,19:41:00,20:54:00
2021,Kedah,KDH06,02/08/2021,5:53:00,6:03:00,7:14:00,13:29:00,16:49:00,19:41:00,20:54:00
2021,Kedah,KDH06,03/08/2021,5:53:00,6:03:00,7:14:00,13:29:00,16:48:00,19:40:00,20:53:00
2021,Kedah,KDH06,04/08/2021,5:54:00,6:04:00,7:15:00,13:29:00,16:48:00,19:40:00,20:53:00
2021,Kedah,KDH06,05/08/2021,5:54:00,6:04:00,7:15:00,13:29:00,16:47:00,19:40:00,20:53:00
2021,Kedah,KDH06,06/08/2021,5:54:00,6:04:00,7:15:00,13:29:00,16:47:00,19:40:00,20:52:00
2021,Kedah,KDH06,07/08/2021,5:54:00,6:04:00,7:15:00,13:29:00,16:47:00,19:39:00,20:52:00
2021,Kedah,KDH06,08/08/2021,5:54:00,6:04:00,7:15:00,13:28:00,16:46:00,19:39:00,20:52:00
2021,Kedah,KDH06,09/08/2021,5:54:00,6:04:00,7:15:00,13:28:00,16:45:00,19:39:00,20:51:00
2021,Kedah,KDH06,10/08/2021,5:54:00,6:04:00,7:15:00,13:28:00,16:46:00,19:38:00,20:50:00
2021,Kedah,KDH06,11/08/2021,5:54:00,6:04:00,7:15:00,13:28:00,16:45:00,19:37:00,20:49:00
2021,Kedah,KDH06,12/08/2021,5:55:00,6:05:00,7:15:00,13:28:00,16:45:00,19:37:00,20:49:00
2021,Kedah,KDH06,13/08/2021,5:55:00,6:05:00,7:15:00,13:28:00,16:44:00,19:37:00,20:49:00
2021,Kedah,KDH06,14/08/2021,5:55:00,6:05:00,7:15:00,13:27:00,16:43:00,19:36:00,20:48:00
2021,Kedah,KDH06,15/08/2021,5:55:00,6:05:00,7:15:00,13:27:00,16:43:00,19:36:00,20:48:00
2021,Kedah,KDH06,16/08/2021,5:55:00,6:05:00,7:14:00,13:27:00,16:42:00,19:36:00,20:47:00
2021,Kedah,KDH06,17/08/2021,5:55:00,6:05:00,7:14:00,13:27:00,16:41:00,19:35:00,20:47:00
2021,Kedah,KDH06,18/08/2021,5:55:00,6:05:00,7:14:00,13:27:00,16:41:00,19:35:00,20:46:00
2021,Kedah,KDH06,19/08/2021,5:55:00,6:05:00,7:14:00,13:26:00,16:40:00,19:34:00,20:46:00
2021,Kedah,KDH06,20/08/2021,5:55:00,6:05:00,7:14:00,13:26:00,16:39:00,19:34:00,20:45:00
2021,Kedah,KDH06,21/08/2021,5:55:00,6:05:00,7:14:00,13:26:00,16:38:00,19:34:00,20:45:00
2021,Kedah,KDH06,22/08/2021,5:55:00,6:05:00,7:14:00,13:26:00,16:37:00,19:33:00,20:44:00
2021,Kedah,KDH06,23/08/2021,5:55:00,6:05:00,7:14:00,13:25:00,16:37:00,19:33:00,20:44:00
2021,Kedah,KDH06,24/08/2021,5:55:00,6:05:00,7:14:00,13:25:00,16:36:00,19:32:00,20:43:00
2021,Kedah,KDH06,25/08/2021,5:55:00,6:05:00,7:14:00,13:25:00,16:35:00,19:32:00,20:43:00
2021,Kedah,KDH06,26/08/2021,5:55:00,6:05:00,7:14:00,13:25:00,16:34:00,19:32:00,20:42:00
2021,Kedah,KDH06,27/08/2021,5:55:00,6:05:00,7:14:00,13:24:00,16:33:00,19:31:00,20:42:00
2021,Kedah,KDH06,28/08/2021,5:55:00,6:05:00,7:13:00,13:24:00,16:32:00,19:31:00,20:41:00
2021,Kedah,KDH06,29/08/2021,5:55:00,6:05:00,7:13:00,13:24:00,16:31:00,19:30:00,20:40:00
2021,Kedah,KDH06,30/08/2021,5:55:00,6:05:00,7:13:00,13:23:00,16:30:00,19:30:00,20:40:00
2021,Kedah,KDH06,31/08/2021,5:55:00,6:05:00,7:13:00,13:23:00,16:29:00,19:29:00,20:39:00
2021,Kedah,KDH06,01/09/2021,5:55:00,6:05:00,7:13:00,13:23:00,16:28:00,19:29:00,20:39:00
2021,Kedah,KDH06,02/09/2021,5:55:00,6:05:00,7:13:00,13:22:00,16:27:00,19:28:00,20:38:00
2021,Kedah,KDH06,03/09/2021,5:54:00,6:04:00,7:13:00,13:22:00,16:26:00,19:28:00,20:38:00
2021,Kedah,KDH06,04/09/2021,5:54:00,6:04:00,7:12:00,13:22:00,16:25:00,19:27:00,20:37:00
2021,Kedah,KDH06,05/09/2021,5:54:00,6:04:00,7:12:00,13:21:00,16:24:00,19:27:00,20:37:00
2021,Kedah,KDH06,06/09/2021,5:54:00,6:04:00,7:12:00,13:21:00,16:23:00,19:26:00,20:36:00
2021,Kedah,KDH06,07/09/2021,5:54:00,6:04:00,7:12:00,13:21:00,16:22:00,19:26:00,20:35:00
2021,Kedah,KDH06,08/09/2021,5:54:00,6:04:00,19:12:00,13:20:00,16:23:00,19:25:00,20:35:00
2021,Kedah,KDH06,09/09/2021,5:54:00,6:04:00,19:12:00,13:20:00,16:23:00,19:25:00,20:34:00
2021,Kedah,KDH06,10/09/2021,5:54:00,6:04:00,19:11:00,13:20:00,16:23:00,19:24:00,20:34:00
2021,Kedah,KDH06,11/09/2021,5:54:00,6:04:00,19:11:00,13:19:00,16:23:00,19:24:00,20:33:00
2021,Kedah,KDH06,12/09/2021,5:53:00,6:03:00,19:11:00,13:19:00,16:24:00,19:23:00,20:33:00
2021,Kedah,KDH06,13/09/2021,5:53:00,6:03:00,19:11:00,13:19:00,16:24:00,19:23:00,20:32:00
2021,Kedah,KDH06,14/09/2021,5:53:00,6:03:00,19:11:00,13:18:00,16:24:00,19:22:00,20:31:00
2021,Kedah,KDH06,15/09/2021,5:53:00,6:03:00,19:10:00,13:18:00,16:24:00,19:22:00,20:31:00
2021,Kedah,KDH06,16/09/2021,5:53:00,6:03:00,19:10:00,13:18:00,16:25:00,19:21:00,20:30:00
2021,Kedah,KDH06,17/09/2021,5:53:00,6:03:00,19:10:00,13:17:00,16:25:00,19:21:00,20:30:00
2021,Kedah,KDH06,18/09/2021,5:53:00,6:03:00,19:10:00,13:17:00,16:25:00,19:20:00,20:29:00
2021,Kedah,KDH06,19/09/2021,5:52:00,6:02:00,19:10:00,13:17:00,16:25:00,19:20:00,20:29:00
2021,Kedah,KDH06,20/09/2021,5:52:00,6:02:00,19:09:00,13:16:00,16:25:00,19:19:00,20:28:00
2021,Kedah,KDH06,21/09/2021,5:52:00,6:02:00,19:09:00,13:16:00,16:25:00,19:18:00,20:27:00
2021,Kedah,KDH06,22/09/2021,5:52:00,6:02:00,19:09:00,13:15:00,16:25:00,19:18:00,20:27:00
2021,Kedah,KDH06,23/09/2021,5:51:00,6:01:00,19:08:00,13:15:00,16:25:00,19:17:00,20:26:00
2021,Kedah,KDH06,24/09/2021,5:51:00,6:01:00,19:08:00,13:14:00,16:26:00,19:17:00,20:26:00
2021,Kedah,KDH06,25/09/2021,5:51:00,6:01:00,19:08:00,13:14:00,16:26:00,19:16:00,20:25:00
2021,Kedah,KDH06,26/09/2021,5:51:00,6:01:00,19:08:00,13:14:00,16:26:00,19:16:00,20:25:00
2021,Kedah,KDH06,27/09/2021,5:51:00,6:01:00,19:08:00,13:13:00,16:26:00,19:15:00,20:24:00
2021,Kedah,KDH06,28/09/2021,5:50:00,6:00:00,19:08:00,13:13:00,16:26:00,19:14:00,20:24:00
2021,Kedah,KDH06,29/09/2021,5:50:00,6:00:00,19:07:00,13:13:00,16:26:00,19:14:00,20:23:00
2021,Kedah,KDH06,30/09/2021,5:50:00,6:00:00,19:07:00,13:12:00,16:26:00,19:14:00,20:23:00
2021,Kedah,KDH06,01/10/2021,5:50:00,6:00:00,19:07:00,13:12:00,16:26:00,19:13:00,20:22:00
2021,Kedah,KDH06,02/10/2021,5:50:00,6:00:00,19:07:00,13:12:00,16:26:00,19:13:00,20:22:00
2021,Kedah,KDH06,03/10/2021,5:50:00,6:00:00,19:07:00,13:12:00,16:26:00,19:12:00,20:21:00
2021,Kedah,KDH06,04/10/2021,5:49:00,5:59:00,19:07:00,13:11:00,16:26:00,19:12:00,20:21:00
2021,Kedah,KDH06,05/10/2021,5:49:00,5:59:00,19:07:00,13:11:00,16:27:00,19:11:00,20:20:00
2021,Kedah,KDH06,06/10/2021,5:49:00,5:59:00,19:06:00,13:11:00,16:27:00,19:11:00,20:20:00
2021,Kedah,KDH06,07/10/2021,5:49:00,5:59:00,19:06:00,13:10:00,16:27:00,19:10:00,20:20:00
2021,Kedah,KDH06,08/10/2021,5:49:00,5:59:00,7:06:00,13:10:00,16:26:00,19:10:00,20:19:00
2021,Kedah,KDH06,09/10/2021,5:49:00,5:59:00,7:06:00,13:10:00,16:26:00,19:09:00,20:19:00
2021,Kedah,KDH06,10/10/2021,5:49:00,5:59:00,7:06:00,13:10:00,16:26:00,19:09:00,20:18:00
2021,Kedah,KDH06,11/10/2021,5:48:00,5:58:00,7:06:00,13:09:00,16:26:00,19:08:00,20:18:00
2021,Kedah,KDH06,12/10/2021,5:48:00,5:58:00,7:06:00,13:09:00,16:26:00,19:08:00,20:18:00
2021,Kedah,KDH06,13/10/2021,5:48:00,5:58:00,7:06:00,13:09:00,16:26:00,19:08:00,20:17:00
2021,Kedah,KDH06,14/10/2021,5:48:00,5:58:00,7:06:00,13:09:00,16:26:00,19:07:00,20:17:00
2021,Kedah,KDH06,15/10/2021,5:48:00,5:58:00,7:06:00,13:08:00,16:26:00,19:07:00,20:17:00
2021,Kedah,KDH06,16/10/2021,5:48:00,5:58:00,7:06:00,13:08:00,16:26:00,19:07:00,20:16:00
2021,Kedah,KDH06,17/10/2021,5:48:00,5:58:00,7:05:00,13:08:00,16:26:00,19:06:00,20:16:00
2021,Kedah,KDH06,18/10/2021,5:48:00,5:58:00,7:05:00,13:08:00,16:26:00,19:06:00,20:16:00
2021,Kedah,KDH06,19/10/2021,5:48:00,5:58:00,7:05:00,13:08:00,16:26:00,19:06:00,20:15:00
2021,Kedah,KDH06,20/10/2021,5:47:00,5:57:00,7:05:00,13:07:00,16:26:00,19:05:00,20:15:00
2021,Kedah,KDH06,21/10/2021,5:47:00,5:57:00,7:05:00,13:07:00,16:26:00,19:05:00,20:15:00
2021,Kedah,KDH06,22/10/2021,5:47:00,5:57:00,7:05:00,13:07:00,16:26:00,19:05:00,20:15:00
2021,Kedah,KDH06,23/10/2021,5:47:00,5:57:00,7:05:00,13:07:00,16:26:00,19:04:00,20:15:00
2021,Kedah,KDH06,24/10/2021,5:47:00,5:57:00,7:05:00,13:07:00,16:26:00,19:04:00,20:14:00
2021,Kedah,KDH06,25/10/2021,5:47:00,5:57:00,7:06:00,13:07:00,16:26:00,19:04:00,20:14:00
2021,Kedah,KDH06,26/10/2021,5:47:00,5:57:00,7:06:00,13:07:00,16:26:00,19:04:00,20:14:00
2021,Kedah,KDH06,27/10/2021,5:47:00,5:57:00,7:06:00,13:07:00,16:26:00,19:03:00,20:14:00
2021,Kedah,KDH06,28/10/2021,5:47:00,5:57:00,7:06:00,13:07:00,16:26:00,19:03:00,20:14:00
2021,Kedah,KDH06,29/10/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:26:00,19:03:00,20:14:00
2021,Kedah,KDH06,30/10/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:26:00,19:03:00,20:14:00
2021,Kedah,KDH06,31/10/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,01/11/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,02/11/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,03/11/2021,5:47:00,5:57:00,7:06:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,04/11/2021,5:47:00,5:57:00,7:07:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,05/11/2021,5:47:00,5:57:00,7:07:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,06/11/2021,5:49:00,5:59:00,7:07:00,13:06:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,07/11/2021,5:49:00,5:59:00,7:07:00,13:07:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,08/11/2021,5:49:00,5:59:00,7:07:00,13:07:00,16:27:00,19:02:00,20:13:00
2021,Kedah,KDH06,09/11/2021,5:49:00,5:59:00,7:08:00,13:07:00,16:28:00,19:02:00,20:13:00
2021,Kedah,KDH06,10/11/2021,5:49:00,5:59:00,7:08:00,13:07:00,16:28:00,19:02:00,20:14:00
2021,Kedah,KDH06,11/11/2021,5:49:00,5:59:00,7:08:00,13:07:00,16:28:00,19:02:00,20:14:00
2021,Kedah,KDH06,12/11/2021,5:49:00,5:59:00,7:08:00,13:07:00,16:28:00,19:02:00,20:14:00
2021,Kedah,KDH06,13/11/2021,5:49:00,5:59:00,7:09:00,13:07:00,16:28:00,19:02:00,20:14:00
2021,Kedah,KDH06,14/11/2021,5:50:00,6:00:00,7:09:00,13:07:00,16:28:00,19:02:00,20:14:00
2021,Kedah,KDH06,15/11/2021,5:50:00,6:00:00,7:09:00,13:08:00,16:29:00,19:02:00,20:14:00
2021,Kedah,KDH06,16/11/2021,5:50:00,6:00:00,7:09:00,13:08:00,16:29:00,19:02:00,20:14:00
2021,Kedah,KDH06,17/11/2021,5:50:00,6:00:00,7:10:00,13:08:00,16:29:00,19:02:00,20:15:00
2021,Kedah,KDH06,18/11/2021,5:50:00,6:00:00,7:10:00,13:08:00,16:29:00,19:02:00,20:15:00
2021,Kedah,KDH06,19/11/2021,5:51:00,6:01:00,7:10:00,13:08:00,16:29:00,19:02:00,20:15:00
2021,Kedah,KDH06,20/11/2021,5:51:00,6:01:00,7:11:00,13:09:00,16:30:00,19:02:00,20:15:00
2021,Kedah,KDH06,21/11/2021,5:51:00,6:01:00,7:11:00,13:09:00,16:30:00,19:02:00,20:16:00
2021,Kedah,KDH06,22/11/2021,5:51:00,6:01:00,7:11:00,13:09:00,16:30:00,19:02:00,20:16:00
2021,Kedah,KDH06,23/11/2021,5:52:00,6:02:00,7:12:00,13:09:00,16:31:00,19:03:00,20:16:00
2021,Kedah,KDH06,24/11/2021,5:52:00,6:02:00,7:12:00,13:10:00,16:31:00,19:03:00,20:16:00
2021,Kedah,KDH06,25/11/2021,5:52:00,6:02:00,7:13:00,13:10:00,16:31:00,19:03:00,20:17:00
2021,Kedah,KDH06,26/11/2021,5:53:00,6:03:00,7:13:00,13:10:00,16:31:00,19:03:00,20:17:00
2021,Kedah,KDH06,27/11/2021,5:53:00,6:03:00,7:13:00,13:11:00,16:32:00,19:04:00,20:17:00
2021,Kedah,KDH06,28/11/2021,5:53:00,6:03:00,7:14:00,13:11:00,16:32:00,19:04:00,20:18:00
2021,Kedah,KDH06,29/11/2021,5:54:00,6:04:00,7:14:00,13:11:00,16:32:00,19:04:00,20:18:00
2021,Kedah,KDH06,30/11/2021,5:54:00,6:04:00,7:15:00,13:12:00,16:33:00,19:04:00,20:18:00
2021,Kedah,KDH06,01/12/2021,5:54:00,6:04:00,7:15:00,13:12:00,16:33:00,19:05:00,20:19:00
2021,Kedah,KDH06,02/12/2021,5:55:00,6:05:00,7:16:00,13:13:00,16:34:00,19:05:00,20:19:00
2021,Kedah,KDH06,03/12/2021,5:55:00,6:05:00,7:16:00,13:13:00,16:34:00,19:05:00,20:20:00
2021,Kedah,KDH06,04/12/2021,5:56:00,6:06:00,7:17:00,13:13:00,16:34:00,19:06:00,20:20:00
2021,Kedah,KDH06,05/12/2021,5:56:00,6:06:00,7:17:00,13:14:00,16:35:00,19:06:00,20:20:00
2021,Kedah,KDH06,06/12/2021,5:56:00,6:06:00,7:19:00,13:14:00,16:35:00,19:06:00,20:21:00
2021,Kedah,KDH06,07/12/2021,5:57:00,6:07:00,7:19:00,13:15:00,16:36:00,19:07:00,20:21:00
2021,Kedah,KDH06,08/12/2021,5:57:00,6:07:00,7:20:00,13:15:00,16:36:00,19:07:00,20:22:00
2021,Kedah,KDH06,09/12/2021,5:58:00,6:08:00,7:20:00,13:16:00,16:36:00,19:08:00,20:22:00
2021,Kedah,KDH06,10/12/2021,5:58:00,6:08:00,7:21:00,13:16:00,16:37:00,19:08:00,20:23:00
2021,Kedah,KDH06,11/12/2021,5:59:00,6:09:00,7:21:00,13:16:00,16:37:00,19:08:00,20:23:00
2021,Kedah,KDH06,12/12/2021,5:59:00,6:09:00,7:22:00,13:17:00,16:38:00,19:09:00,20:24:00
2021,Kedah,KDH06,13/12/2021,6:00:00,6:10:00,7:22:00,13:17:00,16:38:00,19:09:00,20:24:00
2021,Kedah,KDH06,14/12/2021,6:00:00,6:10:00,7:23:00,13:18:00,16:39:00,19:10:00,20:25:00
2021,Kedah,KDH06,15/12/2021,6:01:00,6:11:00,7:23:00,13:18:00,16:39:00,19:10:00,20:25:00
2021,Kedah,KDH06,16/12/2021,6:01:00,6:11:00,7:24:00,13:19:00,16:40:00,19:11:00,20:26:00
2021,Kedah,KDH06,17/12/2021,6:02:00,6:12:00,7:24:00,13:19:00,16:40:00,19:11:00,20:26:00
2021,Kedah,KDH06,18/12/2021,6:02:00,6:12:00,7:25:00,13:20:00,16:41:00,19:12:00,20:27:00
2021,Kedah,KDH06,19/12/2021,6:02:00,6:12:00,7:25:00,13:20:00,16:41:00,19:12:00,20:27:00
2021,Kedah,KDH06,20/12/2021,6:03:00,6:13:00,7:26:00,13:21:00,16:42:00,19:13:00,20:27:00
2021,Kedah,KDH06,21/12/2021,6:03:00,6:13:00,7:26:00,13:21:00,16:42:00,19:13:00,20:28:00
2021,Kedah,KDH06,22/12/2021,6:04:00,6:14:00,7:27:00,13:22:00,16:43:00,19:14:00,20:28:00
2021,Kedah,KDH06,23/12/2021,6:04:00,6:14:00,7:27:00,13:22:00,16:43:00,19:14:00,20:29:00
2021,Kedah,KDH06,24/12/2021,6:05:00,6:15:00,7:27:00,13:23:00,16:44:00,19:15:00,20:29:00
2021,Kedah,KDH06,25/12/2021,6:05:00,6:15:00,7:28:00,13:23:00,16:44:00,19:15:00,20:30:00
2021,Kedah,KDH06,26/12/2021,6:06:00,6:16:00,7:28:00,13:24:00,16:44:00,19:15:00,20:30:00
2021,Kedah,KDH06,27/12/2021,6:06:00,6:16:00,7:29:00,13:24:00,16:45:00,19:16:00,20:31:00
2021,Kedah,KDH06,28/12/2021,6:07:00,6:17:00,7:29:00,13:25:00,16:45:00,19:16:00,20:31:00
2021,Kedah,KDH06,29/12/2021,6:07:00,6:17:00,7:30:00,13:25:00,16:46:00,19:17:00,20:32:00
2021,Kedah,KDH06,30/12/2021,6:08:00,6:18:00,7:30:00,13:26:00,16:46:00,19:17:00,20:32:00
